date,       time,     latitude,  sat, longitude, speed, altitude
2018/10/07, 17:19:56, 41.707726, 9,   15.724365, 5.0,   590
2018/10/07, 17:19:57, 41.707706, 9,   15.724378, 9.5,   588
2018/10/07, 17:19:58, 41.707695, 9,   15.724391, 6.6,   585
2018/10/07, 17:19:59, 41.707676, 9,   15.724392, 7.0,   582
2018/10/07, 17:20:00, 41.707645, 9,   15.724396, 9.8,   580
2018/10/07, 17:20:01, 41.707611, 9,   15.724410, 11.9,   579
2018/10/07, 17:20:02, 41.707588, 9,   15.724411, 8.0,   576
2018/10/07, 17:20:03, 41.707569, 9,   15.724436, 8.8,   572
2018/10/07, 17:20:04, 41.707558, 9,   15.724460, 6.0,   568
2018/10/07, 17:20:05, 41.707554, 9,   15.724482, 5.0,   566
2018/10/07, 17:20:06, 41.707535, 9,   15.724488, 2.1,   565
2018/10/07, 17:20:07, 41.707520, 9,   15.724491, 2.0,   568
2018/10/07, 17:20:08, 41.707508, 9,   15.724490, 0.0,   568
2018/10/07, 17:20:09, 41.707485, 9,   15.724470, 4.0,   568
2018/10/07, 17:20:10, 41.707478, 9,   15.724443, 5.1,   566
2018/10/07, 17:20:11, 41.707474, 9,   15.724405, 9.1,   563
2018/10/07, 17:20:12, 41.707478, 9,   15.724366, 9.2,   561
2018/10/07, 17:20:13, 41.707478, 8,   15.724339, 5.1,   558
2018/10/07, 17:20:14, 41.707470, 9,   15.724299, 7.0,   557
2018/10/07, 17:20:15, 41.707478, 9,   15.724283, 7.3,   555
2018/10/07, 17:20:16, 41.707478, 9,   15.724259, 6.4,   554
2018/10/07, 17:20:17, 41.707478, 9,   15.724213, 8.2,   551
2018/10/07, 17:20:18, 41.707470, 9,   15.724167, 7.7,   548
2018/10/07, 17:20:19, 41.707451, 9,   15.724127, 4.7,   548
2018/10/07, 17:20:20, 41.707455, 9,   15.724103, 4.9,   543
2018/10/07, 17:20:21, 41.707455, 9,   15.724075, 5.7,   541
2018/10/07, 17:20:22, 41.707455, 9,   15.724040, 7.3,   537
2018/10/07, 17:20:23, 41.707455, 9,   15.724016, 6.0,   535
2018/10/07, 17:20:24, 41.707455, 9,   15.723984, 6.2,   535
2018/10/07, 17:20:25, 41.707451, 9,   15.723964, 4.9,   533
2018/10/07, 17:20:26, 41.707455, 9,   15.723931, 5.2,   529
2018/10/07, 17:20:27, 41.707455, 8,   15.723898, 5.9,   527
2018/10/07, 17:20:28, 41.707458, 9,   15.723866, 6.9,   525
2018/10/07, 17:20:29, 41.707443, 9,   15.723835, 7.2,   526
2018/10/07, 17:20:30, 41.707436, 9,   15.723797, 8.0,   524
2018/10/07, 17:20:31, 41.707439, 8,   15.723761, 8.2,   523
2018/10/07, 17:20:32, 41.707436, 9,   15.723717, 8.5,   521
2018/10/07, 17:20:33, 41.707443, 9,   15.723658, 10.5,   521
2018/10/07, 17:20:34, 41.707436, 9,   15.723596, 10.5,   522
2018/10/07, 17:20:35, 41.707424, 9,   15.723530, 10.6,   524
2018/10/07, 17:20:36, 41.707417, 9,   15.723466, 10.0,   526
2018/10/07, 17:20:37, 41.707420, 9,   15.723428, 8.6,   527
2018/10/07, 17:20:38, 41.707432, 9,   15.723381, 8.9,   528
2018/10/07, 17:20:39, 41.707428, 9,   15.723330, 8.1,   530
2018/10/07, 17:20:40, 41.707424, 9,   15.723289, 7.5,   530
2018/10/07, 17:20:41, 41.707417, 9,   15.723261, 4.9,   532
2018/10/07, 17:20:42, 41.707417, 9,   15.723218, 6.2,   533
2018/10/07, 17:20:43, 41.707417, 9,   15.723157, 8.5,   536
2018/10/07, 17:20:44, 41.707417, 9,   15.723122, 6.7,   535
2018/10/07, 17:20:45, 41.707405, 9,   15.723061, 7.3,   536
2018/10/07, 17:20:46, 41.707386, 9,   15.723010, 6.3,   539
2018/10/07, 17:20:47, 41.707378, 9,   15.722956, 5.7,   540
2018/10/07, 17:20:48, 41.707371, 9,   15.722904, 6.1,   542
2018/10/07, 17:20:49, 41.707359, 9,   15.722831, 7.0,   545
2018/10/07, 17:20:50, 41.707352, 9,   15.722770, 7.9,   547
2018/10/07, 17:20:51, 41.707340, 9,   15.722711, 9.0,   548
2018/10/07, 17:20:52, 41.707336, 9,   15.722663, 8.6,   549
2018/10/07, 17:20:53, 41.707336, 9,   15.722613, 5.4,   550
2018/10/07, 17:20:54, 41.707336, 9,   15.722557, 6.0,   549
2018/10/07, 17:20:55, 41.707325, 9,   15.722506, 7.8,   551
2018/10/07, 17:20:56, 41.707302, 9,   15.722466, 7.9,   554
2018/10/07, 17:20:57, 41.707283, 9,   15.722425, 7.6,   556
2018/10/07, 17:20:58, 41.707275, 8,   15.722380, 7.8,   558
2018/10/07, 17:20:59, 41.707272, 9,   15.722336, 7.6,   558
2018/10/07, 17:21:00, 41.707275, 9,   15.722290, 8.7,   559
2018/10/07, 17:21:01, 41.707283, 9,   15.722248, 9.3,   559
2018/10/07, 17:21:02, 41.707275, 9,   15.722229, 4.6,   559
2018/10/07, 17:21:03, 41.707268, 9,   15.722194, 7.1,   559
2018/10/07, 17:21:04, 41.707272, 9,   15.722151, 8.7,   559
2018/10/07, 17:21:05, 41.707287, 9,   15.722104, 9.6,   557
2018/10/07, 17:21:06, 41.707291, 9,   15.722050, 12.0,   557
2018/10/07, 17:21:07, 41.707298, 9,   15.721997, 12.1,   556
2018/10/07, 17:21:08, 41.707302, 9,   15.721949, 10.9,   556
2018/10/07, 17:21:09, 41.707302, 9,   15.721898, 11.6,   555
2018/10/07, 17:21:10, 41.707302, 9,   15.721849, 11.2,   555
2018/10/07, 17:21:11, 41.707302, 9,   15.721800, 12.5,   554
2018/10/07, 17:21:12, 41.707298, 9,   15.721747, 13.8,   555
2018/10/07, 17:21:13, 41.707283, 9,   15.721709, 11.6,   557
2018/10/07, 17:21:14, 41.707264, 9,   15.721672, 10.6,   559
2018/10/07, 17:21:15, 41.707256, 9,   15.721639, 8.1,   558
2018/10/07, 17:21:16, 41.707249, 9,   15.721608, 6.8,   558
2018/10/07, 17:21:17, 41.707233, 9,   15.721568, 8.6,   558
2018/10/07, 17:21:18, 41.707226, 9,   15.721523, 8.4,   558
2018/10/07, 17:21:19, 41.707211, 9,   15.721478, 9.8,   557
2018/10/07, 17:21:20, 41.707188, 9,   15.721427, 12.4,   558
2018/10/07, 17:21:21, 41.707165, 9,   15.721386, 11.2,   559
2018/10/07, 17:21:22, 41.707150, 9,   15.721337, 11.1,   560
2018/10/07, 17:21:23, 41.707138, 9,   15.721306, 7.9,   559
2018/10/07, 17:21:24, 41.707119, 9,   15.721256, 10.7,   559
2018/10/07, 17:21:25, 41.707108, 9,   15.721199, 12.2,   559
2018/10/07, 17:21:26, 41.707104, 9,   15.721152, 9.8,   559
2018/10/07, 17:21:27, 41.707100, 9,   15.721110, 9.8,   560
2018/10/07, 17:21:28, 41.707104, 9,   15.721063, 9.8,   560
2018/10/07, 17:21:29, 41.707100, 8,   15.721027, 7.5,   560
2018/10/07, 17:21:30, 41.707096, 9,   15.720981, 9.6,   561
2018/10/07, 17:21:31, 41.707081, 9,   15.720945, 8.9,   564
2018/10/07, 17:21:32, 41.707077, 9,   15.720909, 6.9,   565
2018/10/07, 17:21:33, 41.707077, 9,   15.720881, 4.9,   567
2018/10/07, 17:21:34, 41.707073, 9,   15.720843, 6.0,   568
2018/10/07, 17:21:35, 41.707077, 9,   15.720815, 6.1,   569
2018/10/07, 17:21:36, 41.707077, 9,   15.720777, 8.1,   569
2018/10/07, 17:21:37, 41.707077, 9,   15.720747, 6.4,   569
2018/10/07, 17:21:38, 41.707096, 9,   15.720723, 6.5,   568
2018/10/07, 17:21:39, 41.707104, 9,   15.720687, 8.4,   568
2018/10/07, 17:21:40, 41.707115, 9,   15.720647, 10.1,   569
2018/10/07, 17:21:41, 41.707123, 9,   15.720616, 8.9,   570
2018/10/07, 17:21:42, 41.707134, 9,   15.720581, 9.5,   569
2018/10/07, 17:21:43, 41.707142, 9,   15.720548, 9.5,   570
2018/10/07, 17:21:44, 41.707142, 9,   15.720496, 10.7,   570
2018/10/07, 17:21:45, 41.707142, 9,   15.720449, 10.8,   570
2018/10/07, 17:21:46, 41.707146, 9,   15.720405, 10.5,   570
2018/10/07, 17:21:47, 41.707146, 8,   15.720374, 7.4,   570
2018/10/07, 17:21:48, 41.707157, 9,   15.720338, 8.7,   570
2018/10/07, 17:21:49, 41.707161, 9,   15.720303, 7.8,   571
2018/10/07, 17:21:50, 41.707165, 9,   15.720270, 7.0,   571
2018/10/07, 17:21:51, 41.707169, 9,   15.720225, 9.3,   571
2018/10/07, 17:21:52, 41.707176, 9,   15.720187, 9.4,   570
2018/10/07, 17:21:53, 41.707188, 9,   15.720160, 7.7,   570
2018/10/07, 17:21:54, 41.707199, 9,   15.720126, 8.6,   570
2018/10/07, 17:21:55, 41.707211, 9,   15.720093, 7.2,   571
2018/10/07, 17:21:56, 41.707222, 9,   15.720055, 7.7,   571
2018/10/07, 17:21:57, 41.707230, 9,   15.720026, 6.0,   572
2018/10/07, 17:21:58, 41.707241, 9,   15.719997, 7.4,   572
2018/10/07, 17:21:59, 41.707256, 9,   15.719972, 7.4,   571
2018/10/07, 17:22:00, 41.707272, 9,   15.719943, 8.6,   571
2018/10/07, 17:22:01, 41.707275, 9,   15.719908, 6.8,   571
2018/10/07, 17:22:02, 41.707298, 9,   15.719875, 11.2,   570
2018/10/07, 17:22:03, 41.707314, 9,   15.719842, 7.9,   569
2018/10/07, 17:22:04, 41.707325, 9,   15.719805, 7.7,   568
2018/10/07, 17:22:05, 41.707333, 9,   15.719774, 5.9,   568
2018/10/07, 17:22:06, 41.707336, 9,   15.719741, 6.3,   568
2018/10/07, 17:22:07, 41.707340, 9,   15.719707, 7.4,   568
2018/10/07, 17:22:08, 41.707355, 9,   15.719677, 8.3,   568
2018/10/07, 17:22:09, 41.707371, 9,   15.719648, 7.9,   568
2018/10/07, 17:22:10, 41.707386, 9,   15.719616, 8.2,   568
2018/10/07, 17:22:11, 41.707397, 9,   15.719583, 7.6,   568
2018/10/07, 17:22:12, 41.707405, 9,   15.719550, 6.9,   568
2018/10/07, 17:22:13, 41.707420, 9,   15.719522, 7.1,   569
2018/10/07, 17:22:14, 41.707439, 9,   15.719500, 6.1,   569
2018/10/07, 17:22:15, 41.707447, 9,   15.719460, 7.7,   568
2018/10/07, 17:22:16, 41.707458, 9,   15.719431, 8.0,   568
2018/10/07, 17:22:17, 41.707478, 9,   15.719412, 7.3,   567
2018/10/07, 17:22:18, 41.707500, 9,   15.719389, 9.5,   567
2018/10/07, 17:22:19, 41.707520, 9,   15.719365, 8.8,   567
2018/10/07, 17:22:20, 41.707542, 9,   15.719347, 7.6,   567
2018/10/07, 17:22:21, 41.707558, 9,   15.719327, 6.7,   567
2018/10/07, 17:22:22, 41.707573, 9,   15.719306, 6.3,   566
2018/10/07, 17:22:23, 41.707592, 9,   15.719282, 6.1,   566
2018/10/07, 17:22:24, 41.707592, 9,   15.719250, 6.0,   566
2018/10/07, 17:22:25, 41.707596, 9,   15.719221, 6.4,   566
2018/10/07, 17:22:26, 41.707615, 9,   15.719198, 7.2,   565
2018/10/07, 17:22:27, 41.707634, 9,   15.719168, 8.6,   565
2018/10/07, 17:22:28, 41.707645, 9,   15.719136, 7.3,   565
2018/10/07, 17:22:29, 41.707668, 9,   15.719113, 8.4,   564
2018/10/07, 17:22:30, 41.707687, 9,   15.719090, 8.6,   564
2018/10/07, 17:22:31, 41.707706, 9,   15.719061, 8.6,   564
2018/10/07, 17:22:32, 41.707718, 9,   15.719034, 7.6,   564
2018/10/07, 17:22:33, 41.707733, 9,   15.719005, 7.7,   564
2018/10/07, 17:22:34, 41.707748, 9,   15.718980, 6.4,   564
2018/10/07, 17:22:35, 41.707764, 9,   15.718959, 7.4,   564
2018/10/07, 17:22:36, 41.707779, 9,   15.718935, 7.8,   564
2018/10/07, 17:22:37, 41.707798, 9,   15.718910, 8.0,   564
2018/10/07, 17:22:38, 41.707813, 9,   15.718890, 8.5,   564
2018/10/07, 17:22:39, 41.707836, 9,   15.718864, 8.2,   563
2018/10/07, 17:22:40, 41.707851, 9,   15.718837, 9.1,   564
2018/10/07, 17:22:41, 41.707874, 9,   15.718811, 8.8,   564
2018/10/07, 17:22:42, 41.707893, 9,   15.718786, 8.7,   564
2018/10/07, 17:22:43, 41.707912, 9,   15.718756, 8.7,   566
2018/10/07, 17:22:44, 41.707932, 9,   15.718731, 8.6,   566
2018/10/07, 17:22:45, 41.707951, 9,   15.718709, 8.8,   565
2018/10/07, 17:22:46, 41.707970, 9,   15.718681, 9.4,   566
2018/10/07, 17:22:47, 41.707989, 9,   15.718657, 9.2,   566
2018/10/07, 17:22:48, 41.708012, 9,   15.718631, 9.3,   568
2018/10/07, 17:22:49, 41.708031, 9,   15.718600, 8.9,   569
2018/10/07, 17:22:50, 41.708046, 9,   15.718567, 9.2,   570
2018/10/07, 17:22:51, 41.708061, 9,   15.718534, 9.7,   570
2018/10/07, 17:22:52, 41.708073, 9,   15.718503, 9.2,   571
2018/10/07, 17:22:53, 41.708092, 9,   15.718471, 9.4,   572
2018/10/07, 17:22:54, 41.708111, 9,   15.718438, 9.5,   573
2018/10/07, 17:22:55, 41.708130, 9,   15.718409, 9.2,   575
2018/10/07, 17:22:56, 41.708149, 9,   15.718376, 9.0,   577
2018/10/07, 17:22:57, 41.708164, 9,   15.718343, 9.3,   578
2018/10/07, 17:22:58, 41.708179, 9,   15.718314, 9.2,   579
2018/10/07, 17:22:59, 41.708191, 9,   15.718282, 9.1,   579
2018/10/07, 17:23:00, 41.708202, 9,   15.718248, 9.4,   579
2018/10/07, 17:23:01, 41.708214, 9,   15.718211, 11.0,   580
2018/10/07, 17:23:02, 41.708229, 9,   15.718173, 10.3,   581
2018/10/07, 17:23:03, 41.708229, 9,   15.718133, 11.3,   581
2018/10/07, 17:23:04, 41.708241, 9,   15.718095, 11.8,   580
2018/10/07, 17:23:05, 41.708248, 9,   15.718056, 11.0,   580
2018/10/07, 17:23:06, 41.708256, 9,   15.718019, 10.6,   580
2018/10/07, 17:23:07, 41.708260, 9,   15.717984, 9.9,   581
2018/10/07, 17:23:08, 41.708263, 9,   15.717947, 10.0,   581
2018/10/07, 17:23:09, 41.708263, 9,   15.717899, 12.5,   581
2018/10/07, 17:23:10, 41.708271, 9,   15.717848, 14.0,   581
2018/10/07, 17:23:11, 41.708271, 9,   15.717803, 12.6,   581
2018/10/07, 17:23:12, 41.708279, 8,   15.717762, 11.7,   581
2018/10/07, 17:23:13, 41.708282, 9,   15.717713, 12.7,   581
2018/10/07, 17:23:14, 41.708290, 9,   15.717674, 11.1,   581
2018/10/07, 17:23:15, 41.708298, 9,   15.717629, 12.1,   581
2018/10/07, 17:23:16, 41.708302, 9,   15.717586, 11.9,   581
2018/10/07, 17:23:17, 41.708305, 9,   15.717535, 14.3,   582
2018/10/07, 17:23:18, 41.708305, 9,   15.717495, 11.0,   582
2018/10/07, 17:23:19, 41.708302, 9,   15.717464, 8.9,   582
2018/10/07, 17:23:20, 41.708294, 9,   15.717429, 8.6,   582
2018/10/07, 17:23:21, 41.708290, 9,   15.717399, 8.1,   582
2018/10/07, 17:23:22, 41.708279, 9,   15.717361, 9.1,   582
2018/10/07, 17:23:23, 41.708275, 9,   15.717326, 8.4,   582
2018/10/07, 17:23:24, 41.708267, 9,   15.717298, 6.6,   582
2018/10/07, 17:23:25, 41.708267, 9,   15.717262, 7.1,   582
2018/10/07, 17:23:26, 41.708271, 9,   15.717231, 7.3,   582
2018/10/07, 17:23:27, 41.708271, 9,   15.717198, 7.2,   582
2018/10/07, 17:23:28, 41.708271, 9,   15.717158, 9.5,   581
2018/10/07, 17:23:29, 41.708275, 9,   15.717113, 9.7,   580
2018/10/07, 17:23:30, 41.708290, 9,   15.717072, 9.6,   580
2018/10/07, 17:23:31, 41.708309, 9,   15.717026, 10.0,   579
2018/10/07, 17:23:32, 41.708309, 9,   15.716974, 10.8,   579
2018/10/07, 17:23:33, 41.708309, 9,   15.716928, 10.6,   578
2018/10/07, 17:23:34, 41.708309, 9,   15.716889, 8.7,   578
2018/10/07, 17:23:35, 41.708305, 9,   15.716858, 6.2,   578
2018/10/07, 17:23:36, 41.708309, 9,   15.716821, 6.3,   578
2018/10/07, 17:23:37, 41.708309, 9,   15.716787, 7.0,   577
2018/10/07, 17:23:38, 41.708309, 9,   15.716733, 9.5,   577
2018/10/07, 17:23:39, 41.708313, 9,   15.716683, 10.1,   577
2018/10/07, 17:23:40, 41.708321, 9,   15.716629, 10.4,   576
2018/10/07, 17:23:41, 41.708317, 9,   15.716575, 11.2,   576
2018/10/07, 17:23:42, 41.708317, 9,   15.716525, 10.3,   575
2018/10/07, 17:23:43, 41.708309, 9,   15.716464, 11.0,   575
2018/10/07, 17:23:44, 41.708290, 9,   15.716419, 10.3,   575
2018/10/07, 17:23:45, 41.708286, 9,   15.716362, 10.8,   576
2018/10/07, 17:23:46, 41.708279, 9,   15.716320, 8.4,   577
2018/10/07, 17:23:47, 41.708279, 9,   15.716289, 7.5,   576
2018/10/07, 17:23:48, 41.708282, 9,   15.716228, 10.4,   576
2018/10/07, 17:23:49, 41.708279, 9,   15.716171, 10.3,   576
2018/10/07, 17:23:50, 41.708279, 9,   15.716120, 10.6,   576
2018/10/07, 17:23:51, 41.708275, 9,   15.716069, 8.2,   577
2018/10/07, 17:23:52, 41.708271, 9,   15.716024, 7.7,   578
2018/10/07, 17:23:53, 41.708267, 9,   15.715971, 8.7,   579
2018/10/07, 17:23:54, 41.708263, 9,   15.715914, 10.3,   579
2018/10/07, 17:23:55, 41.708263, 9,   15.715850, 10.1,   580
2018/10/07, 17:23:56, 41.708271, 9,   15.715779, 10.9,   580
2018/10/07, 17:23:57, 41.708275, 9,   15.715722, 10.0,   580
2018/10/07, 17:23:58, 41.708282, 9,   15.715663, 8.4,   581
2018/10/07, 17:23:59, 41.708286, 9,   15.715599, 8.9,   583
2018/10/07, 17:24:00, 41.708290, 9,   15.715548, 8.5,   583
2018/10/07, 17:24:01, 41.708290, 9,   15.715499, 7.4,   585
2018/10/07, 17:24:02, 41.708290, 9,   15.715451, 7.1,   586
2018/10/07, 17:24:03, 41.708290, 9,   15.715413, 6.4,   588
2018/10/07, 17:24:04, 41.708290, 9,   15.715373, 6.5,   590
2018/10/07, 17:24:05, 41.708286, 9,   15.715335, 5.4,   592
2018/10/07, 17:24:06, 41.708286, 9,   15.715304, 5.2,   594
2018/10/07, 17:24:07, 41.708279, 9,   15.715277, 4.8,   595
2018/10/07, 17:24:08, 41.708279, 9,   15.715250, 5.4,   596
2018/10/07, 17:24:09, 41.708279, 9,   15.715229, 4.7,   596
2018/10/07, 17:24:10, 41.708279, 9,   15.715206, 4.9,   596
2018/10/07, 17:24:11, 41.708282, 9,   15.715177, 5.5,   597
2018/10/07, 17:24:12, 41.708282, 9,   15.715152, 5.7,   598
2018/10/07, 17:24:13, 41.708290, 9,   15.715127, 5.4,   599
2018/10/07, 17:24:14, 41.708290, 9,   15.715099, 4.8,   599
2018/10/07, 17:24:15, 41.708286, 9,   15.715078, 3.9,   600
2018/10/07, 17:24:16, 41.708279, 9,   15.715066, 3.7,   601
2018/10/07, 17:24:17, 41.708275, 9,   15.715055, 0.0,   601
2018/10/07, 17:24:18, 41.708279, 9,   15.715050, 0.0,   601
2018/10/07, 17:24:19, 41.708275, 9,   15.715043, 0.0,   601
2018/10/07, 17:24:20, 41.708275, 9,   15.715037, 0.0,   602
2018/10/07, 17:24:21, 41.708275, 9,   15.715033, 0.0,   602
2018/10/07, 17:24:22, 41.708271, 9,   15.715031, 0.0,   602
2018/10/07, 17:24:23, 41.708271, 8,   15.715028, 0.0,   603
2018/10/07, 17:24:24, 41.708271, 9,   15.715026, 0.0,   604
2018/10/07, 17:24:25, 41.708271, 9,   15.715023, 0.0,   604
2018/10/07, 17:24:26, 41.708267, 9,   15.715019, 0.0,   605
2018/10/07, 17:24:27, 41.708263, 9,   15.715017, 0.0,   605
2018/10/07, 17:24:28, 41.708260, 9,   15.715013, 0.0,   605
2018/10/07, 17:24:29, 41.708252, 9,   15.715002, 3.9,   605
2018/10/07, 17:24:30, 41.708248, 9,   15.714986, 5.4,   605
2018/10/07, 17:24:31, 41.708241, 9,   15.714970, 5.6,   606
2018/10/07, 17:24:32, 41.708229, 9,   15.714948, 6.8,   606
2018/10/07, 17:24:33, 41.708221, 9,   15.714938, 4.7,   606
2018/10/07, 17:24:34, 41.708210, 9,   15.714934, 4.5,   606
2018/10/07, 17:24:35, 41.708199, 9,   15.714949, 7.0,   607
2018/10/07, 17:24:36, 41.708172, 9,   15.714965, 9.9,   607
2018/10/07, 17:24:37, 41.708130, 7,   15.714958, 14.7,   606
2018/10/07, 17:24:38, 41.708088, 9,   15.714960, 15.5,   606
2018/10/07, 17:24:39, 41.708054, 9,   15.714967, 13.4,   606
2018/10/07, 17:24:40, 41.708012, 9,   15.714967, 14.7,   606
2018/10/07, 17:24:41, 41.707985, 9,   15.714960, 11.7,   605
2018/10/07, 17:24:42, 41.707973, 8,   15.714925, 7.0,   604
2018/10/07, 17:24:43, 41.707958, 9,   15.714913, 5.7,   604
2018/10/07, 17:24:44, 41.707951, 9,   15.714903, 3.9,   603
2018/10/07, 17:24:45, 41.707951, 9,   15.714904, 0.0,   603
